PRISM Time Series Data
Location:  Lat: 38.6004   Lon: -79.8516   Elev: 1002m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1895-01 - 2018-07
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Feb-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1906-08,138.82,14.4,19.7,25.0
1906-09,89.80,10.3,16.8,23.3
1906-10,91.30,2.7,9.0,15.4
1906-11,63.94,-3.5,3.3,10.0
1906-12,132.80,-6.1,-1.1,3.9
1907-01,217.80,-5.7,0.3,6.3
1907-02,71.46,-10.0,-3.9,2.1
1907-03,138.22,-0.4,5.9,12.2
1907-04,91.46,-2.2,3.5,9.3
1907-05,121.41,4.0,11.2,18.5
1907-06,151.25,7.8,14.1,20.4
1907-07,206.22,11.5,17.9,24.3
1907-08,129.63,10.6,16.6,22.6
1907-09,130.64,9.1,15.1,21.2
1907-10,78.60,-1.0,6.3,13.6
1907-11,99.71,-3.2,1.8,6.8
1907-12,99.94,-7.1,-1.8,3.5
1908-01,87.61,-10.3,-4.2,1.8
1908-02,108.40,-9.3,-4.2,0.8
1908-03,159.08,-1.1,5.3,11.7
1908-04,115.47,2.1,9.0,15.9
1908-05,189.49,8.1,13.8,19.6
1908-06,95.37,9.2,16.5,23.8
1908-07,132.99,12.5,19.2,26.0
1908-08,86.30,10.4,17.1,23.7
1908-09,32.49,5.5,14.8,24.2
1908-10,41.35,0.7,9.1,17.5
1908-11,26.24,-4.7,3.3,11.2
1908-12,81.15,-7.0,-1.3,4.4
1909-01,93.86,-6.1,-0.0,6.0
1909-02,112.02,-5.0,1.5,8.0
1909-03,98.00,-4.9,0.9,6.7
1909-04,154.59,1.1,8.1,15.0
1909-05,91.58,4.7,12.2,19.7
1909-06,154.15,11.4,17.5,23.6
1909-07,91.17,10.1,16.7,23.2
1909-08,85.28,10.5,17.0,23.4
1909-09,75.24,6.9,13.4,19.9
1909-10,90.99,-1.4,6.2,13.9
1909-11,38.48,-1.2,6.2,13.5
1909-12,76.52,-10.8,-5.3,0.1
1910-01,175.17,-8.1,-2.7,2.8
1910-02,85.51,-8.8,-3.1,2.6
1910-03,21.38,-2.1,6.1,14.3
1910-04,82.84,0.8,8.0,15.3
1910-05,112.29,3.3,10.6,18.0
1910-06,185.84,9.1,14.9,20.8
1910-07,122.73,12.9,18.8,24.7
1910-08,57.11,9.5,16.5,23.6
1910-09,99.05,9.6,15.9,22.1
1910-10,49.83,3.1,10.5,17.8
1910-11,62.42,-5.9,-0.8,4.4
1910-12,73.08,-10.6,-5.5,-0.4
1911-01,168.68,-5.7,0.0,5.7
1911-02,47.64,-5.4,0.3,5.9
1911-03,93.84,-5.6,1.0,7.5
1911-04,122.03,-0.6,5.6,11.8
1911-05,40.59,5.8,14.7,23.5
1911-06,117.38,10.4,17.2,23.9
1911-07,77.67,10.7,18.4,26.2
1911-08,189.92,12.1,19.2,26.4
1911-09,124.17,10.3,16.6,23.0
1911-10,142.95,4.0,10.1,16.1
1911-11,64.13,-4.5,1.9,8.2
1911-12,89.69,-4.7,1.2,7.0
1912-01,75.70,-13.4,-7.2,-0.9
1912-02,74.19,-11.9,-5.5,0.9
1912-03,157.37,-4.3,1.5,7.2
1912-04,92.99,1.8,9.4,17.0
1912-05,115.35,6.0,13.5,20.9
1912-06,111.57,8.3,15.6,22.9
1912-07,214.43,12.2,18.4,24.6
1912-08,82.26,11.0,16.6,22.1
1912-09,123.26,9.9,16.6,23.4
1912-10,40.33,1.8,9.8,17.9
1912-11,61.41,-4.0,2.7,9.3
1912-12,79.49,-7.6,-1.1,5.3
1913-01,139.92,-4.7,2.0,8.8
1913-02,54.72,-9.0,-2.8,3.5
1913-03,111.62,-2.7,4.0,10.7
1913-04,90.50,0.5,7.4,14.2
1913-05,148.39,5.1,12.6,20.1
1913-06,94.22,9.5,16.9,24.4
1913-07,169.51,12.5,18.9,25.3
1913-08,97.59,11.5,18.0,24.4
1913-09,75.81,6.2,13.5,20.8
1913-10,108.26,2.5,8.9,15.3
1913-11,127.05,-3.2,3.3,9.8
1913-12,78.71,-5.8,-0.7,4.5
1914-01,86.42,-6.2,-1.2,3.8
1914-02,85.51,-10.7,-4.7,1.4
1914-03,79.60,-7.1,-1.0,5.1
1914-04,135.55,0.7,7.3,14.0
1914-05,41.98,5.2,13.0,20.7
1914-06,93.94,10.5,18.0,25.5
1914-07,112.86,11.2,18.0,24.7
1914-08,117.61,10.8,17.6,24.4
1914-09,36.09,5.2,13.0,20.7
1914-10,77.06,3.6,10.4,17.1
1914-11,41.19,-4.6,2.7,10.0
1914-12,146.89,-8.7,-4.0,0.7
1915-01,144.74,-7.9,-2.9,2.2
1915-02,96.15,-5.4,0.3,6.1
1915-03,47.32,-7.8,-2.7,2.3
1915-04,59.92,0.9,8.9,17.0
1915-05,114.33,5.8,12.5,19.3
1915-06,89.36,8.7,15.4,22.2
1915-07,112.83,11.0,17.4,23.8
1915-08,134.30,11.2,16.4,21.6
1915-09,98.24,9.1,15.5,22.0
1915-10,100.25,3.2,10.5,17.8
1915-11,74.45,-2.9,4.5,11.9
1915-12,92.82,-7.8,-2.9,1.9
1916-01,131.85,-5.6,1.2,8.1
1916-02,122.41,-9.2,-3.1,3.1
1916-03,114.65,-6.1,0.2,6.6
1916-04,110.44,0.4,6.5,12.6
1916-05,105.20,7.2,14.3,21.3
1916-06,119.70,8.0,14.5,21.0
1916-07,99.12,13.3,19.1,24.9
1916-08,105.82,12.1,18.0,23.8
1916-09,113.28,5.7,12.9,20.1
1916-10,71.76,0.4,8.9,17.3
1916-11,35.95,-4.1,3.4,10.9
1916-12,93.87,-8.8,-2.3,4.2
1917-01,125.62,-8.1,-2.0,4.0
1917-02,94.77,-10.4,-3.7,3.0
1917-03,192.97,-4.1,2.0,8.1
1917-04,76.18,0.6,7.5,14.5
1917-05,151.31,3.5,9.4,15.4
1917-06,92.55,8.6,15.6,22.5
1917-07,129.32,11.9,18.0,24.0
1917-08,63.14,10.9,17.5,24.2
1917-09,68.31,6.0,12.9,19.8
1917-10,99.20,-0.9,6.1,13.2
1917-11,28.58,-6.0,0.9,7.8
1917-12,40.08,-13.4,-7.3,-1.2
1918-01,129.12,-14.1,-8.7,-3.2
1918-02,95.30,-7.6,-1.0,5.6
1918-03,145.78,-3.0,4.8,12.6
1918-04,141.89,0.4,6.5,12.6
1918-05,153.66,8.1,15.2,22.4
1918-06,124.66,8.9,15.6,22.3
1918-07,90.00,9.7,16.3,22.9
1918-08,116.58,13.1,19.4,25.7
1918-09,77.67,4.4,11.4,18.4
1918-10,95.30,3.2,10.7,18.1
1918-11,59.24,-3.7,2.5,8.7
1918-12,124.60,-3.2,1.7,6.6
1919-01,113.18,-8.8,-2.1,4.5
1919-02,52.22,-7.8,-1.9,4.0
1919-03,72.13,-3.5,3.4,10.4
1919-04,63.94,0.1,7.1,14.1
1919-05,128.52,5.9,12.6,19.2
1919-06,156.79,11.2,18.0,24.9
1919-07,154.42,11.8,18.8,25.7
1919-08,114.39,10.5,16.8,23.1
1919-09,49.98,6.7,14.4,22.1
1919-10,145.76,7.3,13.5,19.7
1919-11,103.74,-3.0,3.4,9.7
1919-12,115.60,-9.9,-3.4,3.0
1920-01,115.09,-9.5,-4.2,1.0
1920-02,79.65,-8.4,-3.7,0.9
1920-03,96.95,-4.9,2.1,9.2
1920-04,132.80,-0.3,6.0,12.3
1920-05,82.38,3.6,10.9,18.1
1920-06,126.01,8.7,15.5,22.2
1920-07,147.70,9.9,16.8,23.7
1920-08,121.85,11.9,17.3,22.6
1920-09,78.89,8.6,15.5,22.4
1920-10,26.12,2.2,10.6,18.9
1920-11,104.99,-3.3,1.9,7.2
1920-12,79.61,-6.2,-1.5,3.1
1921-01,79.69,-6.8,-1.1,4.6
1921-02,68.33,-5.7,-0.2,5.4
1921-03,81.37,0.4,8.2,15.9
1921-04,66.41,1.7,9.3,16.8
1921-05,131.80,5.8,11.9,18.1
1921-06,108.58,11.0,17.6,24.3
1921-07,89.04,13.1,19.4,25.8
1921-08,127.43,10.4,16.8,23.2
1921-09,126.28,11.2,17.4,23.6
1921-10,78.53,0.4,8.4,16.4
1921-11,188.42,-1.0,4.6,10.1
1921-12,129.88,-4.8,0.0,4.9
1922-01,87.66,-10.1,-4.2,1.8
1922-02,91.69,-4.5,1.1,6.7
1922-03,132.21,-2.9,3.3,9.6
1922-04,98.29,1.7,8.6,15.5
1922-05,108.88,6.5,14.3,22.0
1922-06,131.54,10.9,17.9,24.9
1922-07,130.05,12.9,19.3,25.7
1922-08,92.44,9.8,16.0,22.2
1922-09,41.54,6.9,14.2,21.5
1922-10,52.54,1.5,8.5,15.4
1922-11,47.16,-2.7,3.4,9.5
1922-12,135.13,-6.4,-0.3,5.9
1923-01,130.35,-6.5,-1.5,3.6
1923-02,103.42,-7.8,-3.3,1.1
1923-03,95.58,-4.8,2.5,9.7
1923-04,88.17,-1.4,6.5,14.3
1923-05,54.35,3.2,11.4,19.6
1923-06,123.10,9.6,16.9,24.2
1923-07,113.66,11.0,17.9,24.8
1923-08,105.52,11.7,17.5,23.2
1923-09,96.42,7.6,14.1,20.6
1923-10,31.87,-0.5,6.3,13.1
1923-11,103.58,-3.3,2.3,7.9
1923-12,170.49,-3.7,2.4,8.5
1924-01,137.49,-10.6,-4.2,2.3
1924-02,89.21,-8.7,-4.2,0.3
1924-03,132.71,-4.9,-0.3,4.3
1924-04,88.57,-0.9,5.7,12.4
1924-05,212.87,2.2,8.7,15.2
1924-06,127.41,10.0,16.8,23.7
1924-07,138.34,10.3,16.8,23.3
1924-08,104.41,10.4,17.4,24.4
1924-09,149.49,5.9,11.5,17.0
1924-10,8.99,0.1,7.8,15.5
1924-11,69.18,-3.5,1.4,6.3
1924-12,74.29,-8.0,-2.1,3.9
1925-01,107.63,-8.5,-3.8,0.9
1925-02,54.55,-4.5,1.4,7.3
1925-03,96.36,-4.8,2.4,9.6
1925-04,65.86,0.6,9.0,17.4
1925-05,87.21,2.5,9.7,16.8
1925-06,104.76,9.9,16.8,23.7
1925-07,132.47,9.9,16.9,24.0
1925-08,51.20,9.0,16.8,24.5
1925-09,73.23,10.2,17.3,24.4
1925-10,188.27,2.2,6.0,9.9
1925-11,101.29,-4.6,1.2,7.1
1925-12,36.56,-8.3,-3.4,1.5
1926-01,113.36,-9.4,-3.9,1.5
1926-02,104.98,-6.9,-1.6,3.7
1926-03,110.51,-7.1,-1.9,3.3
1926-04,90.98,-1.8,4.7,11.2
1926-05,82.12,5.2,12.1,19.1
1926-06,99.16,8.5,14.5,20.5
1926-07,137.71,11.9,17.8,23.8
1926-08,197.76,13.1,18.7,24.4
1926-09,131.53,10.6,16.2,21.8
1926-10,123.67,4.1,9.0,14.0
1926-11,98.41,-4.7,1.4,7.6
1926-12,157.91,-6.9,-2.2,2.5
1927-01,113.80,-7.2,-2.8,1.6
1927-02,141.37,-3.9,1.4,6.8
1927-03,70.93,-2.3,3.5,9.3
1927-04,180.77,0.7,6.8,12.8
1927-05,143.37,6.5,12.1,17.7
1927-06,110.09,7.8,14.1,20.4
1927-07,148.84,10.6,17.4,24.1
1927-08,141.81,9.0,14.7,20.4
1927-09,57.94,7.6,14.9,22.2
1927-10,120.27,2.9,10.2,17.4
1927-11,102.63,-0.5,5.2,10.9
1927-12,106.16,-7.4,-2.1,3.3
1928-01,71.16,-8.7,-3.2,2.4
1928-02,68.67,-7.1,-2.0,3.1
1928-03,111.60,-5.1,1.5,8.2
1928-04,149.30,-0.4,5.4,11.2
1928-05,93.30,3.7,10.9,18.1
1928-06,197.08,9.5,14.8,20.1
1928-07,114.44,12.1,18.1,24.2
1928-08,146.41,13.6,18.6,23.7
1928-09,76.79,6.5,12.0,17.5
1928-10,52.55,3.1,9.9,16.7
1928-11,113.39,-2.0,3.0,7.9
1928-12,66.42,-7.7,-1.6,4.5
1929-01,91.79,-9.2,-3.3,2.5
1929-02,81.41,-10.0,-4.2,1.7
1929-03,100.64,-3.0,4.2,11.3
1929-04,131.12,2.2,9.3,16.3
1929-05,177.45,5.6,12.0,18.4
1929-06,88.20,8.9,15.6,22.3
1929-07,110.36,10.4,17.1,23.7
1929-08,78.94,9.1,15.8,22.6
1929-09,83.57,7.3,14.6,21.8
1929-10,178.02,0.8,7.3,13.8
1929-11,124.17,-1.5,3.2,7.9
1929-12,74.05,-5.5,-0.4,4.8
1930-01,49.29,-7.2,-1.3,4.6
1930-02,69.07,-5.6,0.8,7.2
1930-03,93.09,-6.0,0.7,7.4
1930-04,69.75,-0.3,7.2,14.8
1930-05,69.28,6.3,13.5,20.6
1930-06,83.56,8.1,15.6,23.2
1930-07,54.49,10.6,18.7,26.8
1930-08,45.32,8.9,16.6,24.4
1930-09,35.98,9.2,16.7,24.2
1930-10,22.77,-1.3,6.5,14.2
1930-11,40.07,-5.0,2.0,9.0
1930-12,93.74,-8.7,-3.9,1.0
1931-01,43.41,-8.1,-2.7,2.7
1931-02,63.97,-6.3,-0.9,4.6
1931-03,91.07,-4.9,-1.1,2.7
1931-04,93.65,-0.6,6.4,13.4
1931-05,161.16,5.2,12.0,18.9
1931-06,99.87,9.4,16.5,23.6
1931-07,130.20,13.4,20.1,26.9
1931-08,176.19,11.6,17.3,23.0
1931-09,83.35,10.2,16.7,23.3
1931-10,42.96,3.0,10.0,16.9
1931-11,44.13,1.5,7.6,13.6
1931-12,109.09,-2.5,2.7,8.0
1932-01,118.72,-2.0,3.4,8.7
1932-02,113.92,-4.0,2.1,8.1
1932-03,179.60,-6.7,-0.8,5.1
1932-04,76.96,-0.3,7.0,14.3
1932-05,83.06,5.6,12.6,19.6
1932-06,117.06,9.5,16.6,23.8
1932-07,156.46,11.2,17.6,24.0
1932-08,91.15,10.5,17.7,24.9
1932-09,44.61,6.6,14.3,22.1
1932-10,123.86,2.0,9.1,16.1
1932-11,84.14,-5.1,1.8,8.7
1932-12,64.60,-6.8,-0.4,6.1
1933-01,87.88,-4.7,1.3,7.2
1933-02,94.00,-8.1,-1.4,5.3
1933-03,163.69,-4.8,0.9,6.5
1933-04,110.41,0.6,7.9,15.1
1933-05,206.96,8.9,14.8,20.6
1933-06,81.76,9.7,17.4,25.0
1933-07,173.75,11.2,17.9,24.7
1933-08,152.36,11.7,17.3,22.9
1933-09,83.51,10.8,17.0,23.2
1933-10,57.11,1.1,8.5,15.8
1933-11,69.83,-3.7,1.7,7.2
1933-12,107.45,-4.7,1.2,7.1
1934-01,87.21,-5.7,-0.3,5.2
1934-02,54.85,-14.0,-7.3,-0.6
1934-03,135.20,-6.4,0.7,7.9
1934-04,75.52,0.5,7.7,15.0
1934-05,72.19,4.9,13.2,21.4
1934-06,102.86,11.7,18.9,26.1
1934-07,100.30,13.8,20.8,27.8
1934-08,131.75,12.1,17.9,23.7
1934-09,124.22,9.0,15.9,22.8
1934-10,42.64,0.9,8.7,16.5
1934-11,106.35,-2.0,4.8,11.6
1934-12,66.58,-7.2,-2.2,2.7
1935-01,132.05,-7.5,-1.8,4.0
1935-02,64.02,-6.9,-1.3,4.3
1935-03,154.79,-0.7,5.9,12.4
1935-04,83.01,0.6,6.2,11.8
1935-05,148.65,4.6,11.3,18.1
1935-06,131.39,9.2,15.6,22.1
1935-07,130.16,13.3,19.6,25.9
1935-08,181.82,12.8,18.7,24.6
1935-09,96.57,7.9,14.7,21.4
1935-10,75.76,1.0,9.0,17.0
1935-11,94.66,-1.0,4.8,10.5
1935-12,102.45,-9.7,-5.6,-1.6
1936-01,110.62,-10.7,-5.5,-0.4
1936-02,82.83,-11.0,-4.4,2.2
1936-03,177.59,-2.7,3.8,10.4
1936-04,100.73,-0.8,6.1,13.0
1936-05,73.20,5.7,14.0,22.4
1936-06,82.97,9.1,16.8,24.5
1936-07,168.77,12.2,19.1,26.0
1936-08,88.61,12.8,19.5,26.2
1936-09,50.91,9.4,16.4,23.4
1936-10,113.71,3.8,10.3,16.9
1936-11,58.94,-4.3,2.1,8.6
1936-12,106.58,-5.2,0.5,6.2
1937-01,179.90,-1.2,4.4,10.0
1937-02,91.92,-7.3,-1.7,3.9
1937-03,62.09,-5.9,0.2,6.2
1937-04,115.70,0.6,7.3,13.9
1937-05,96.64,4.8,12.0,19.1
1937-06,108.21,11.1,17.4,23.7
1937-07,102.26,10.9,17.8,24.6
1937-08,164.32,12.7,19.0,25.2
1937-09,69.87,6.5,13.1,19.8
1937-10,240.45,1.3,7.2,13.1
1937-11,49.70,-4.5,1.8,8.1
1937-12,73.97,-7.3,-2.5,2.2
1938-01,55.23,-7.7,-2.3,3.1
1938-02,80.31,-3.8,2.0,7.8
1938-03,99.56,-0.7,5.8,12.4
1938-04,66.44,1.8,9.3,16.7
1938-05,182.73,5.9,12.4,18.9
1938-06,154.74,8.9,15.4,21.9
1938-07,151.91,12.3,18.6,24.9
1938-08,63.39,12.0,18.8,25.6
1938-09,94.23,9.5,15.2,20.8
1938-10,27.50,0.9,9.3,17.8
1938-11,107.43,-4.2,4.2,12.5
1938-12,52.13,-6.6,-1.3,4.0
1939-01,116.82,-5.8,-0.3,5.2
1939-02,150.19,-5.5,1.0,7.5
1939-03,112.10,-2.6,4.3,11.1
1939-04,147.89,-0.2,6.4,13.0
1939-05,54.73,5.8,13.5,21.3
1939-06,141.38,12.2,18.6,24.9
1939-07,192.32,11.5,17.7,23.9
1939-08,52.59,11.6,18.5,25.4
1939-09,50.39,8.1,16.5,24.9
1939-10,86.02,1.6,9.9,18.2
1939-11,29.93,-4.8,1.9,8.6
1939-12,69.91,-6.1,-0.4,5.3
1940-01,44.91,-14.3,-9.3,-4.4
1940-02,96.54,-8.0,-2.1,3.8
1940-03,94.88,-5.6,0.3,6.3
1940-04,129.17,-0.6,6.4,13.4
1940-05,159.09,4.7,12.0,19.4
1940-06,191.51,10.9,17.2,23.4
1940-07,121.55,11.3,17.9,24.5
1940-08,134.19,12.0,18.0,24.0
1940-09,74.35,4.8,12.6,20.5
1940-10,54.85,1.6,8.9,16.1
1940-11,90.81,-3.3,2.8,8.9
1940-12,51.60,-3.9,2.3,8.4
1941-01,73.13,-7.7,-2.3,3.1
1941-02,27.35,-11.1,-5.6,-0.1
1941-03,48.63,-9.0,-2.0,5.0
1941-04,65.41,1.1,9.5,17.9
1941-05,67.01,3.5,12.5,21.4
1941-06,149.45,10.2,16.8,23.4
1941-07,134.12,12.9,19.5,26.1
1941-08,154.86,10.1,17.5,24.9
1941-09,46.60,7.6,15.9,24.1
1941-10,81.87,4.7,11.9,19.2
1941-11,61.66,-3.7,3.9,11.5
1941-12,73.47,-4.3,1.4,7.2
1942-01,61.26,-9.7,-3.5,2.7
1942-02,70.53,-10.2,-4.6,1.1
1942-03,95.70,-3.5,3.3,10.0
1942-04,45.46,0.8,9.1,17.4
1942-05,152.14,6.7,13.7,20.7
1942-06,122.78,11.4,18.0,24.6
1942-07,112.60,12.7,19.3,25.9
1942-08,270.98,12.1,18.0,23.9
1942-09,98.07,7.7,14.6,21.5
1942-10,110.62,3.1,9.9,16.8
1942-11,98.36,-1.8,4.2,10.1
1942-12,129.83,-8.3,-2.9,2.4
1943-01,103.49,-6.4,-0.8,4.8
1943-02,63.14,-8.5,-2.1,4.3
1943-03,129.63,-6.0,1.1,8.2
1943-04,94.82,-1.8,5.2,12.2
1943-05,126.09,7.1,13.7,20.3
1943-06,117.46,12.9,19.5,26.1
1943-07,215.10,12.6,18.6,24.6
1943-08,99.94,10.8,17.8,24.9
1943-09,34.39,5.0,12.7,20.5
1943-10,54.66,0.8,7.8,14.8
1943-11,75.15,-4.9,2.2,9.4
1943-12,59.39,-9.1,-3.2,2.7
1944-01,47.69,-9.2,-2.4,4.4
1944-02,113.66,-6.5,-0.5,5.5
1944-03,121.59,-4.8,1.7,8.2
1944-04,129.44,-0.0,6.7,13.4
1944-05,144.38,7.2,15.1,23.0
1944-06,115.77,10.2,17.6,25.0
1944-07,66.35,10.5,18.2,25.9
1944-08,87.74,10.2,17.5,24.9
1944-09,102.61,7.8,14.4,20.9
1944-10,114.58,2.1,9.0,16.0
1944-11,64.71,-3.0,2.6,8.2
1944-12,125.87,-10.5,-4.6,1.3
1945-01,78.33,-9.4,-4.5,0.4
1945-02,111.78,-7.6,-1.7,4.3
1945-03,108.89,0.2,7.8,15.3
1945-04,81.99,1.6,9.5,17.4
1945-05,145.08,3.8,10.9,17.9
1945-06,94.87,9.2,16.1,23.0
1945-07,180.22,11.4,18.2,25.0
1945-08,71.67,9.8,17.0,24.2
1945-09,168.77,9.7,16.1,22.5
1945-10,43.14,0.3,8.1,16.0
1945-11,148.93,-1.6,4.3,10.1
1945-12,61.53,-9.3,-4.8,-0.3
1946-01,72.78,-6.8,-1.4,4.1
1946-02,88.48,-7.1,-0.6,6.0
1946-03,94.58,-0.8,7.0,14.8
1946-04,61.83,0.4,7.9,15.4
1946-05,147.46,6.4,12.5,18.5
1946-06,117.23,9.8,16.7,23.5
1946-07,93.36,10.6,17.9,25.3
1946-08,54.01,8.9,15.8,22.6
1946-09,51.85,6.1,14.6,23.2
1946-10,77.95,0.9,10.1,19.2
1946-11,49.90,-1.4,6.3,13.9
