PRISM Time Series Data
Location:  Lat: 38.2019   Lon: -80.2340   Elev: 1123m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1895-01 - 2018-07
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Feb-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1900-01,59.11,-7.7,-2.0,3.6
1900-02,116.31,-8.7,-3.6,1.6
1900-03,115.43,-4.4,0.5,5.5
1900-04,47.26,0.8,7.4,13.9
1900-05,80.79,5.7,13.2,20.7
1900-06,135.04,12.2,17.7,23.3
1900-07,114.80,12.5,19.1,25.7
1900-08,81.96,13.4,20.0,26.6
1900-09,73.69,11.3,17.7,24.0
1900-10,90.40,6.7,12.5,18.4
1900-11,132.62,-0.5,4.9,10.3
1900-12,78.13,-6.7,-1.8,3.2
1901-01,70.27,-7.9,-2.5,3.0
1901-02,40.63,-10.2,-5.2,-0.1
1901-03,88.23,-3.0,2.1,7.2
1901-04,183.08,-1.0,4.3,9.7
1901-05,163.89,5.9,12.4,18.9
1901-06,168.36,10.6,17.1,23.6
1901-07,91.73,14.1,20.4,26.6
1901-08,165.46,12.7,17.9,23.0
1901-09,104.24,7.6,13.8,19.9
1901-10,16.39,1.4,9.1,16.8
1901-11,96.10,-5.4,-0.2,4.9
1901-12,193.87,-8.2,-2.9,2.3
1902-01,125.59,-9.1,-3.8,1.5
1902-02,98.97,-9.8,-5.6,-1.4
1902-03,150.04,-2.6,3.1,8.8
1902-04,81.04,-0.8,5.6,12.0
1902-05,101.27,8.2,15.3,22.3
1902-06,144.47,9.3,15.8,22.4
1902-07,81.66,13.7,19.8,26.0
1902-08,54.36,12.2,17.8,23.4
1902-09,80.81,6.6,13.7,20.8
1902-10,78.35,4.8,11.0,17.2
1902-11,85.34,1.5,7.5,13.5
1902-12,207.31,-6.1,-1.9,2.3
1903-01,118.24,-7.9,-3.3,1.4
1903-02,183.18,-6.5,-0.7,5.0
1903-03,127.52,2.2,7.3,12.4
1903-04,119.68,1.1,7.2,13.3
1903-05,101.38,5.8,13.5,21.2
1903-06,134.24,9.4,14.4,19.4
1903-07,78.94,12.0,18.6,25.1
1903-08,85.67,12.8,18.3,23.7
1903-09,64.77,7.7,14.8,21.8
1903-10,71.89,2.3,9.3,16.2
1903-11,104.98,-5.4,0.5,6.4
1903-12,92.12,-11.9,-6.2,-0.4
1904-01,136.91,-10.8,-5.4,0.1
1904-02,79.67,-10.6,-4.3,1.9
1904-03,137.36,-2.4,2.8,8.0
1904-04,91.81,-0.3,4.8,10.0
1904-05,96.39,5.8,12.6,19.5
1904-06,123.52,9.7,16.3,22.9
1904-07,92.07,10.9,17.5,24.1
1904-08,72.51,11.0,17.4,23.9
1904-09,56.03,7.9,15.2,22.5
1904-10,36.37,0.4,9.2,17.9
1904-11,22.00,-4.5,1.4,7.4
1904-12,145.33,-7.6,-2.7,2.1
1905-01,106.05,-11.2,-5.6,0.0
1905-02,77.09,-11.7,-6.8,-2.0
1905-03,145.53,-1.8,4.2,10.2
1905-04,83.87,0.6,7.7,14.7
1905-05,130.10,7.3,14.2,21.1
1905-06,92.77,10.4,17.3,24.1
1905-07,173.33,13.5,18.7,23.9
1905-08,98.90,11.6,17.1,22.7
1905-09,58.54,8.1,14.7,21.3
1905-10,133.10,2.2,9.2,16.1
1905-11,81.25,-2.9,2.8,8.6
1905-12,93.01,-6.5,-1.3,3.8
1906-01,125.23,-4.5,0.7,5.8
1906-02,68.43,-8.6,-2.3,4.1
1906-03,182.09,-4.7,-0.2,4.3
1906-04,125.68,1.9,8.7,15.5
1906-05,69.30,5.5,12.9,20.2
1906-06,126.40,10.9,17.2,23.5
1906-07,112.21,12.3,18.2,24.2
1906-08,136.31,15.0,19.8,24.6
1906-09,102.94,11.7,16.9,22.1
1906-10,111.17,4.1,9.3,14.6
1906-11,72.24,-2.0,4.2,10.5
1906-12,143.75,-6.3,-1.2,3.9
1907-01,304.94,-4.9,1.2,7.3
1907-02,79.04,-9.4,-3.5,2.4
1907-03,138.01,-0.2,5.7,11.5
1907-04,97.43,-1.5,3.8,9.2
1907-05,95.99,4.5,11.8,19.1
1907-06,166.99,8.1,13.9,19.6
1907-07,175.55,13.2,18.8,24.4
1907-08,145.55,12.2,17.5,22.9
1907-09,161.43,10.2,15.8,21.5
1907-10,81.32,0.2,7.2,14.1
1907-11,102.60,-1.4,2.8,7.1
1907-12,95.10,-6.2,-1.4,3.4
1908-01,91.41,-10.0,-4.3,1.3
1908-02,125.41,-9.0,-4.6,-0.2
1908-03,190.20,0.1,5.7,11.3
1908-04,148.16,2.9,9.1,15.3
1908-05,160.63,8.9,14.0,19.1
1908-06,98.73,9.9,16.5,23.0
1908-07,141.57,13.0,19.1,25.1
1908-08,95.83,11.4,17.1,22.9
1908-09,47.02,6.2,14.1,22.0
1908-10,68.66,1.7,9.4,17.0
1908-11,31.69,-3.2,3.9,11.0
1908-12,86.81,-6.5,-1.3,4.0
1909-01,128.13,-6.3,-0.3,5.7
1909-02,142.11,-4.9,1.5,7.9
1909-03,87.82,-4.3,1.3,6.8
1909-04,195.88,1.5,8.1,14.7
1909-05,97.88,5.0,12.2,19.4
1909-06,156.47,11.6,17.6,23.6
1909-07,118.66,10.7,16.4,22.2
1909-08,87.61,11.1,16.6,22.0
1909-09,67.31,7.9,13.2,18.5
1909-10,85.82,-0.4,6.9,14.2
1909-11,55.28,-0.1,5.9,11.9
1909-12,90.36,-10.1,-5.0,0.2
1910-01,184.28,-8.1,-3.0,2.2
1910-02,109.25,-8.4,-3.3,1.8
1910-03,23.10,-1.3,5.6,12.5
1910-04,92.89,1.7,7.7,13.7
1910-05,113.64,3.7,10.5,17.4
1910-06,186.82,9.2,14.3,19.4
1910-07,140.42,13.1,18.2,23.2
1910-08,60.23,11.1,16.3,21.4
1910-09,108.50,9.9,16.0,22.1
1910-10,53.30,4.2,10.9,17.6
1910-11,72.57,-4.9,-0.1,4.7
1910-12,104.35,-10.2,-5.7,-1.3
1911-01,213.56,-5.6,-0.5,4.6
1911-02,56.48,-4.8,0.0,4.8
1911-03,100.82,-5.2,0.6,6.3
1911-04,129.65,-0.0,5.3,10.6
1911-05,38.10,5.9,14.5,23.0
1911-06,119.65,10.5,17.1,23.6
1911-07,78.24,11.0,18.5,26.0
1911-08,161.48,12.6,19.5,26.5
1911-09,126.32,10.9,17.0,23.1
1911-10,149.13,5.0,10.9,16.9
1911-11,72.98,-3.3,2.4,8.1
1911-12,98.41,-4.3,1.0,6.3
1912-01,73.65,-12.9,-6.9,-0.9
1912-02,86.35,-10.6,-4.6,1.4
1912-03,159.63,-3.7,1.9,7.5
1912-04,103.05,2.5,9.4,16.3
1912-05,118.34,6.3,13.1,19.9
1912-06,118.00,8.6,15.8,23.1
1912-07,196.85,12.3,18.3,24.3
1912-08,92.20,10.9,16.7,22.6
1912-09,127.26,10.3,16.8,23.3
1912-10,43.67,2.7,10.2,17.8
1912-11,64.41,-4.0,2.4,8.7
1912-12,96.35,-8.4,-1.9,4.6
1913-01,182.78,-5.4,1.1,7.7
1913-02,92.93,-8.2,-2.2,3.7
1913-03,126.84,-2.3,3.6,9.5
1913-04,101.17,0.7,7.3,13.9
1913-05,147.49,5.6,12.9,20.3
1913-06,101.75,9.4,16.5,23.6
1913-07,149.57,12.8,19.0,25.2
1913-08,114.39,11.6,17.7,23.9
1913-09,89.19,7.2,13.9,20.6
1913-10,129.65,3.3,9.5,15.8
1913-11,153.16,-2.4,3.7,9.9
1913-12,75.46,-6.1,-0.8,4.4
1914-01,93.75,-6.6,-1.5,3.6
1914-02,90.52,-9.6,-3.9,1.8
1914-03,118.57,-6.0,-0.3,5.4
1914-04,169.09,1.0,7.6,14.2
1914-05,44.28,5.0,12.6,20.3
1914-06,74.15,11.1,18.8,26.4
1914-07,118.43,10.9,17.7,24.5
1914-08,140.03,10.8,17.4,24.0
1914-09,48.58,6.5,13.8,21.1
1914-10,87.01,4.9,11.1,17.3
1914-11,39.97,-4.2,2.8,9.7
1914-12,155.30,-8.1,-3.8,0.6
1915-01,221.01,-8.3,-3.7,0.8
1915-02,100.65,-5.5,-0.1,5.2
1915-03,61.49,-7.5,-2.8,2.0
1915-04,73.19,0.2,8.2,16.3
1915-05,99.41,6.2,13.1,20.1
1915-06,87.62,9.0,15.1,21.1
1915-07,123.42,11.0,17.1,23.3
1915-08,124.44,11.3,16.1,21.0
1915-09,110.33,9.7,15.4,21.1
1915-10,111.89,4.0,10.5,17.0
1915-11,85.78,-2.7,4.3,11.2
1915-12,121.28,-8.0,-3.5,1.0
1916-01,165.26,-6.3,0.0,6.3
1916-02,143.52,-8.5,-2.8,2.9
1916-03,177.32,-6.0,-0.1,5.9
1916-04,100.33,-0.1,5.9,11.8
1916-05,98.69,6.3,13.5,20.7
1916-06,136.46,7.9,14.3,20.7
1916-07,123.10,13.3,18.6,24.0
1916-08,123.65,12.5,17.8,23.0
1916-09,123.21,6.0,12.7,19.4
1916-10,66.19,1.0,8.7,16.5
1916-11,45.89,-4.3,2.9,10.1
1916-12,124.78,-9.5,-3.2,3.2
1917-01,173.82,-8.0,-2.0,4.0
1917-02,139.47,-9.7,-3.7,2.4
1917-03,270.68,-3.4,2.1,7.6
1917-04,77.01,-0.0,7.1,14.3
1917-05,155.58,3.5,9.0,14.6
1917-06,101.81,8.0,15.1,22.2
1917-07,141.31,11.9,17.8,23.8
1917-08,60.21,10.3,16.8,23.4
1917-09,77.64,6.5,12.9,19.3
1917-10,101.60,-0.8,5.9,12.6
1917-11,47.81,-5.2,1.2,7.7
1917-12,52.79,-14.0,-8.0,-2.1
1918-01,171.24,-14.8,-9.4,-4.0
1918-02,126.59,-7.9,-1.8,4.4
1918-03,231.99,-3.0,4.1,11.3
1918-04,159.89,0.3,5.9,11.6
1918-05,143.87,7.6,14.7,21.7
1918-06,162.20,9.1,15.2,21.3
1918-07,108.75,10.2,16.1,22.1
1918-08,127.52,12.9,18.8,24.6
1918-09,93.66,5.1,11.4,17.7
1918-10,123.10,3.4,10.4,17.4
1918-11,67.72,-3.1,2.3,7.7
1918-12,156.90,-4.0,0.7,5.4
1919-01,162.51,-9.7,-3.2,3.4
1919-02,61.38,-7.6,-2.3,3.0
1919-03,95.08,-3.4,3.0,9.4
1919-04,80.85,0.3,6.7,13.2
1919-05,167.69,6.0,12.2,18.4
1919-06,189.30,11.2,17.3,23.4
1919-07,174.15,12.3,18.5,24.7
1919-08,144.80,10.3,16.1,22.0
1919-09,57.17,6.8,14.0,21.2
1919-10,152.28,7.7,13.3,19.0
1919-11,115.85,-2.1,3.6,9.3
1919-12,167.05,-9.8,-3.6,2.6
1920-01,164.22,-9.2,-4.2,0.9
1920-02,98.88,-8.1,-3.9,0.4
1920-03,117.81,-5.5,1.3,8.1
1920-04,146.16,-0.6,5.7,12.0
1920-05,97.76,3.7,10.6,17.5
1920-06,143.39,8.3,14.7,21.1
1920-07,127.68,9.6,16.2,22.8
1920-08,121.24,11.7,16.6,21.5
1920-09,77.29,9.1,15.5,21.8
1920-10,25.60,2.1,10.5,18.9
1920-11,122.79,-2.7,2.5,7.7
1920-12,116.41,-6.7,-2.2,2.2
1921-01,90.42,-8.5,-2.5,3.5
1921-02,82.75,-6.4,-1.0,4.3
1921-03,122.48,-0.2,7.3,14.8
1921-04,67.73,0.8,8.0,15.2
1921-05,120.04,5.0,11.3,17.6
1921-06,121.70,10.6,16.9,23.3
1921-07,107.84,12.6,18.9,25.2
1921-08,146.45,10.6,16.8,23.0
1921-09,118.00,10.8,16.8,22.9
1921-10,91.03,-0.4,8.6,17.5
1921-11,218.77,-1.2,4.3,9.8
1921-12,155.91,-6.2,-1.1,3.9
1922-01,105.39,-10.7,-4.8,1.2
1922-02,101.84,-5.8,-0.4,5.0
1922-03,173.11,-2.7,3.0,8.8
1922-04,136.29,1.1,7.8,14.6
1922-05,119.82,7.0,13.8,20.5
1922-06,148.15,10.3,16.3,22.3
1922-07,144.87,12.2,17.6,23.0
1922-08,101.34,10.1,16.1,22.0
1922-09,34.71,8.2,14.8,21.5
1922-10,63.45,1.5,9.1,16.8
1922-11,43.65,-3.5,2.9,9.3
1922-12,180.98,-6.1,-0.6,4.8
1923-01,151.81,-7.2,-2.2,2.8
1923-02,145.10,-7.9,-3.3,1.4
1923-03,107.34,-4.9,1.7,8.2
1923-04,96.69,-1.2,6.2,13.5
1923-05,79.77,4.3,11.4,18.4
1923-06,135.68,10.4,16.6,22.8
1923-07,130.22,10.9,17.0,23.1
1923-08,161.19,11.7,16.9,22.2
1923-09,88.69,9.2,14.7,20.1
1923-10,44.91,0.3,7.4,14.5
1923-11,114.87,-3.1,2.0,7.2
1923-12,232.51,-3.8,2.0,7.7
1924-01,167.05,-10.9,-4.9,1.2
1924-02,123.45,-7.9,-3.8,0.4
1924-03,131.21,-4.2,-0.2,3.9
1924-04,113.64,0.0,6.2,12.4
1924-05,214.55,3.3,9.4,15.5
1924-06,132.46,10.4,15.9,21.5
1924-07,117.47,10.9,17.0,23.1
1924-08,142.84,11.6,17.7,23.8
1924-09,175.36,6.7,11.7,16.8
1924-10,10.62,0.7,8.8,16.8
1924-11,73.27,-2.6,2.7,8.1
1924-12,102.97,-8.3,-2.7,2.9
1925-01,128.07,-9.4,-4.3,0.7
1925-02,82.24,-5.2,1.3,7.8
1925-03,140.64,-4.0,2.7,9.4
1925-04,74.11,1.5,8.8,16.1
1925-05,84.89,3.5,10.1,16.8
1925-06,93.22,10.9,17.6,24.3
1925-07,144.43,11.3,17.9,24.5
1925-08,55.07,9.4,16.4,23.4
1925-09,77.43,10.6,17.2,23.9
1925-10,162.89,2.8,6.4,10.0
1925-11,117.50,-3.6,1.4,6.3
1925-12,55.12,-7.7,-3.2,1.3
1926-01,138.94,-10.1,-4.6,0.8
1926-02,149.89,-6.7,-1.6,3.6
1926-03,158.22,-7.1,-1.9,3.4
1926-04,113.40,-1.7,4.6,10.8
1926-05,110.56,4.8,12.2,19.6
1926-06,101.18,8.1,14.3,20.6
1926-07,131.97,11.7,17.7,23.8
1926-08,229.88,12.7,18.2,23.7
1926-09,117.03,11.1,15.9,20.8
1926-10,120.22,4.3,9.1,14.0
1926-11,136.61,-4.3,1.0,6.4
1926-12,231.46,-6.8,-2.6,1.6
1927-01,223.24,-7.5,-2.7,2.0
1927-02,169.22,-3.6,1.8,7.3
1927-03,97.29,-2.0,3.6,9.2
1927-04,227.76,1.1,7.0,13.0
1927-05,132.29,7.0,12.5,18.0
1927-06,98.06,8.5,14.5,20.5
1927-07,154.84,11.0,17.4,23.7
1927-08,163.25,9.9,14.9,19.9
1927-09,53.77,8.1,14.8,21.6
1927-10,139.21,3.1,9.8,16.6
1927-11,113.86,-0.7,4.8,10.2
1927-12,125.33,-8.0,-2.5,2.9
1928-01,96.86,-9.2,-3.3,2.6
1928-02,93.13,-7.3,-2.0,3.3
1928-03,131.85,-4.4,2.2,8.7
1928-04,199.17,-0.5,5.9,12.3
1928-05,78.50,4.4,11.5,18.5
1928-06,201.79,9.5,14.9,20.3
1928-07,118.09,12.0,18.0,24.0
1928-08,167.91,13.9,18.4,22.8
1928-09,130.97,7.0,11.9,16.7
1928-10,51.90,4.7,10.3,15.9
1928-11,163.46,-1.8,2.8,7.3
1928-12,79.64,-8.4,-2.2,4.1
1929-01,157.25,-9.3,-4.0,1.3
1929-02,94.20,-9.9,-4.5,1.0
1929-03,144.30,-2.2,3.8,9.9
1929-04,127.98,2.2,8.9,15.7
1929-05,206.35,5.8,11.9,17.9
1929-06,96.81,8.9,15.3,21.8
1929-07,128.70,10.8,17.0,23.3
1929-08,105.36,9.4,15.7,22.0
1929-09,84.07,7.4,13.9,20.5
1929-10,195.45,1.2,7.2,13.3
1929-11,125.19,-0.9,3.1,7.0
1929-12,125.41,-6.7,-1.4,4.0
1930-01,70.67,-7.5,-2.1,3.3
1930-02,89.75,-5.9,0.6,7.1
1930-03,132.65,-5.8,0.4,6.6
1930-04,94.66,0.1,7.2,14.2
1930-05,89.31,5.8,13.1,20.3
1930-06,74.64,7.8,15.4,23.0
1930-07,44.01,10.3,18.6,26.9
1930-08,69.80,8.7,16.0,23.4
1930-09,38.69,9.1,16.0,23.0
1930-10,26.76,-0.9,6.5,13.8
1930-11,64.88,-4.1,1.6,7.3
1930-12,89.30,-9.9,-5.1,-0.2
1931-01,52.17,-8.6,-3.0,2.6
1931-02,93.84,-7.0,-1.3,4.4
1931-03,134.92,-4.6,-1.5,1.7
1931-04,131.35,-0.7,6.2,13.1
1931-05,167.65,4.9,11.8,18.7
1931-06,95.29,9.3,16.4,23.6
1931-07,129.61,13.3,19.8,26.3
1931-08,218.90,10.9,16.6,22.4
1931-09,96.04,9.5,16.1,22.6
1931-10,46.33,2.5,9.5,16.6
1931-11,48.53,0.9,7.1,13.2
1931-12,121.13,-4.5,1.6,7.6
1932-01,147.38,-3.1,2.2,7.6
1932-02,142.45,-4.6,1.5,7.6
1932-03,230.91,-6.6,-1.1,4.4
1932-04,72.10,-0.5,6.6,13.7
1932-05,91.67,5.2,12.1,19.0
1932-06,141.26,9.0,15.8,22.5
1932-07,177.18,11.1,17.7,24.3
1932-08,92.94,10.3,17.1,23.9
1932-09,49.64,6.6,13.8,21.0
1932-10,146.07,2.7,9.1,15.6
1932-11,95.37,-4.9,1.5,7.8
1932-12,80.37,-8.0,-1.7,4.7
1933-01,131.34,-5.7,0.4,6.6
1933-02,130.30,-8.5,-1.4,5.8
1933-03,222.66,-4.9,0.8,6.4
1933-04,126.98,0.1,7.1,14.2
1933-05,199.55,8.6,14.5,20.5
1933-06,79.72,9.2,16.7,24.3
1933-07,172.55,11.1,17.5,23.8
1933-08,152.20,11.5,16.7,21.9
1933-09,99.57,10.8,16.7,22.7
1933-10,57.52,0.6,7.8,15.1
1933-11,89.99,-3.3,1.8,6.9
1933-12,146.83,-4.8,0.5,5.8
1934-01,110.38,-6.7,-1.2,4.2
1934-02,80.46,-13.5,-7.0,-0.6
1934-03,152.96,-6.7,1.1,8.9
1934-04,93.92,0.4,7.3,14.1
1934-05,84.54,4.4,12.6,20.8
1934-06,95.49,12.0,19.2,26.5
1934-07,106.62,14.6,20.7,26.7
1934-08,161.08,12.4,17.7,23.0
1934-09,136.45,10.5,16.0,21.6
1934-10,41.81,1.3,8.9,16.5
1934-11,117.19,-1.1,5.0,11.2
1934-12,62.74,-6.6,-2.5,1.6
1935-01,146.03,-7.9,-2.6,2.7
1935-02,98.46,-7.4,-2.3,2.8
1935-03,165.87,-0.4,5.8,12.0
1935-04,93.98,2.3,7.1,11.9
1935-05,180.54,5.1,12.2,19.2
1935-06,133.13,9.0,15.8,22.6
1935-07,118.87,13.5,19.4,25.4
1935-08,202.40,13.0,19.0,25.0
1935-09,85.70,8.2,14.9,21.6
1935-10,83.61,1.4,9.5,17.7
1935-11,93.54,-0.1,5.3,10.7
1935-12,159.93,-9.9,-5.7,-1.5
1936-01,120.37,-10.7,-5.6,-0.5
1936-02,86.64,-10.6,-3.9,2.7
1936-03,229.79,-2.5,4.4,11.4
1936-04,102.19,-0.4,6.5,13.4
1936-05,76.22,5.2,14.1,23.1
1936-06,74.47,9.4,17.1,24.9
1936-07,148.02,12.6,19.6,26.5
1936-08,110.83,12.8,19.4,25.9
1936-09,54.24,9.6,16.2,22.7
1936-10,104.65,5.3,10.9,16.5
1936-11,92.55,-3.1,2.6,8.3
1936-12,110.97,-5.4,-0.5,4.3
1937-01,179.58,-1.5,3.6,8.6
1937-02,112.96,-6.7,-1.3,4.1
1937-03,57.41,-5.2,0.7,6.6
1937-04,117.39,1.0,7.7,14.3
1937-05,89.41,5.0,12.5,20.0
1937-06,122.56,11.3,17.6,23.9
1937-07,114.38,11.4,17.4,23.5
1937-08,180.45,13.4,19.1,24.9
1937-09,83.51,6.8,12.8,18.8
1937-10,226.52,2.1,7.5,12.8
1937-11,69.35,-3.5,2.4,8.3
1937-12,98.50,-7.1,-2.3,2.5
1938-01,55.97,-7.8,-2.2,3.3
1938-02,135.20,-3.8,1.9,7.6
1938-03,132.47,-0.5,6.1,12.6
1938-04,80.61,1.9,9.0,16.2
1938-05,186.69,6.4,12.9,19.4
1938-06,147.01,9.1,15.5,21.8
1938-07,148.56,13.1,18.8,24.5
1938-08,80.70,12.0,18.7,25.4
1938-09,110.44,10.1,15.4,20.7
1938-10,29.22,1.0,9.9,18.9
1938-11,133.76,-3.2,4.7,12.5
1938-12,57.36,-6.7,-1.6,3.5
1939-01,145.51,-6.7,-0.8,5.1
1939-02,188.53,-5.6,0.9,7.4
1939-03,147.37,-2.7,4.3,11.2
1939-04,174.61,-0.1,6.9,13.9
1939-05,54.32,5.9,13.7,21.5
1939-06,129.41,11.9,18.6,25.3
1939-07,182.27,11.5,18.0,24.4
1939-08,69.35,11.6,18.4,25.1
1939-09,43.27,8.6,16.8,25.0
1939-10,84.66,2.1,10.9,19.8
1939-11,29.23,-4.4,2.6,9.6
1939-12,107.66,-6.4,-0.3,5.8
1940-01,63.72,-13.9,-8.6,-3.3
1940-02,128.03,-7.8,-1.7,4.3
1940-03,120.69,-5.2,0.7,6.5
1940-04,121.42,-0.5,6.7,13.8
1940-05,146.20,4.7,12.4,20.1
1940-06,200.61,10.7,17.4,24.1
1940-07,136.05,11.9,18.7,25.5
1940-08,179.69,12.4,18.1,23.7
1940-09,71.80,5.1,13.1,21.1
1940-10,52.88,1.7,9.2,16.8
1940-11,90.16,-2.4,3.2,8.8
1940-12,67.42,-4.9,1.1,7.1
1941-01,122.76,-8.1,-2.0,4.1
1941-02,39.02,-11.1,-5.4,0.3
1941-03,71.97,-8.1,-0.6,6.9
1941-04,84.45,1.9,10.3,18.8
1941-05,67.20,3.6,13.3,23.0
1941-06,140.30,10.6,17.4,24.2
1941-07,144.21,13.6,20.0,26.4
1941-08,118.79,10.7,18.1,25.5
1941-09,63.42,8.2,16.3,24.4
1941-10,92.42,4.6,12.3,20.0
1941-11,60.66,-3.9,4.1,12.1
1941-12,77.91,-4.7,1.2,7.1
1942-01,82.52,-10.0,-3.4,3.1
1942-02,96.77,-9.7,-4.1,1.6
1942-03,133.36,-3.2,3.5,10.1
1942-04,45.63,-0.1,9.1,18.3
1942-05,154.96,6.4,13.9,21.4
1942-06,132.52,11.8,18.2,24.5
1942-07,106.88,12.9,19.6,26.3
1942-08,250.21,12.4,18.3,24.3
1942-09,96.28,8.1,15.2,22.2
1942-10,107.70,3.9,10.3,16.7
1942-11,122.86,-1.8,4.2,10.2
1942-12,172.49,-8.7,-3.3,2.1
1943-01,148.91,-7.2,-0.9,5.5
1943-02,81.47,-8.8,-1.9,5.0
1943-03,174.19,-6.5,0.8,8.2
1943-04,121.46,-2.0,5.3,12.5
1943-05,132.68,6.5,13.7,20.8
1943-06,119.59,12.6,19.6,26.6
1943-07,174.68,11.9,18.5,25.0
1943-08,144.23,10.9,18.3,25.7
1943-09,32.46,4.9,13.1,21.2
1943-10,74.03,1.9,8.3,14.7
1943-11,102.35,-4.6,1.9,8.4
1943-12,101.36,-8.9,-3.2,2.4
1944-01,68.06,-9.4,-2.7,4.0
1944-02,139.33,-7.5,-0.9,5.6
1944-03,142.98,-5.8,0.7,7.1
1944-04,125.07,-0.9,6.1,13.1
1944-05,138.45,5.8,14.3,22.8
1944-06,93.84,9.4,16.8,24.1
1944-07,43.05,9.5,17.2,24.9
1944-08,122.47,9.3,16.8,24.3
1944-09,99.48,7.3,14.0,20.6
1944-10,98.51,0.9,8.3,15.8
1944-11,77.07,-3.6,2.1,7.7
1944-12,150.92,-10.1,-4.3,1.5
1945-01,107.07,-9.9,-4.4,1.1
1945-02,148.28,-7.4,-1.1,5.3
1945-03,117.34,-0.3,7.4,15.1
1945-04,90.09,1.1,9.1,17.0
1945-05,156.55,3.3,10.2,17.1
1945-06,83.97,8.4,15.3,22.2
1945-07,192.79,10.5,17.2,24.0
1945-08,70.18,9.5,16.7,23.9
1945-09,160.49,9.9,15.9,22.0
1945-10,29.07,0.1,7.9,15.8
1945-11,157.69,-2.5,3.5,9.5
1945-12,105.10,-9.4,-5.0,-0.6
1946-01,111.48,-8.0,-2.3,3.3
1946-02,91.61,-7.1,-0.1,6.9
1946-03,86.07,-1.1,6.5,14.1
1946-04,82.85,1.2,8.6,16.0
1946-05,133.90,5.6,12.8,19.9
1946-06,93.65,8.3,16.0,23.8
1946-07,105.67,10.0,17.5,25.0
1946-08,54.25,8.0,15.3,22.7
1946-09,40.81,8.8,15.6,22.4
1946-10,65.12,0.5,10.0,19.5
