PRISM Time Series Data
Location:  Lat: 38.8383   Lon: -79.6430   Elev: 937m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2018-07-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Feb-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1981-04-10,10.33,-1.7,6.4,14.6
1981-04-11,1.36,0.0,9.7,19.5
1981-04-12,4.95,11.6,16.9,22.2
1981-04-13,12.68,6.2,13.1,20.0
1981-04-14,7.64,3.8,9.3,14.7
1981-04-15,5.77,-2.9,9.0,20.9
1981-04-16,0.00,-4.2,2.7,9.6
1981-04-17,3.26,-0.6,9.3,19.3
1981-04-18,21.91,10.0,12.4,14.8
1981-04-19,0.63,-0.3,9.3,19.0
1981-04-20,11.18,1.2,9.6,18.0
1981-04-21,0.00,-6.8,0.9,8.5
1981-04-22,0.00,-4.9,4.4,13.6
1981-04-23,1.41,2.2,8.4,14.7
1981-04-24,8.84,6.8,12.9,18.9
1981-04-25,11.25,-1.0,5.0,11.0
1981-04-26,0.00,-2.7,1.8,6.3
1981-04-27,2.74,-1.4,7.3,15.9
1981-04-28,0.00,9.3,15.0,20.7
1981-04-29,0.00,9.8,17.1,24.5
1981-04-30,9.16,6.3,12.3,18.2
1981-05-01,8.82,4.1,9.9,15.7
1981-05-02,13.32,-2.1,3.6,9.2
1981-05-03,0.00,-4.8,2.1,9.0
1981-05-04,0.00,-3.4,7.0,17.5
1981-05-05,0.00,-0.0,12.3,24.6
1981-05-06,0.00,5.5,15.2,24.8
1981-05-07,6.11,-2.2,5.6,13.4
1981-05-08,0.00,-2.6,6.2,14.9
1981-05-09,0.00,0.8,9.0,17.2
1981-05-10,0.00,3.7,12.6,21.5
1981-05-11,6.93,9.6,13.3,17.0
1981-05-12,20.05,4.6,12.4,20.2
1981-05-13,1.20,1.7,4.5,7.3
1981-05-14,0.00,3.2,11.0,18.8
1981-05-15,19.58,5.9,15.5,25.1
1981-05-16,4.14,4.7,9.2,13.6
1981-05-17,2.24,1.5,5.8,10.1
1981-05-18,0.28,2.5,10.4,18.3
1981-05-19,18.80,4.4,6.9,9.4
1981-05-20,20.91,2.4,4.5,6.5
1981-05-21,0.00,-0.9,7.7,16.2
1981-05-22,0.00,-0.6,9.8,20.1
1981-05-23,0.00,3.7,12.5,21.3
1981-05-24,0.00,4.7,13.9,23.0
1981-05-25,0.00,7.5,16.9,26.3
1981-05-26,0.00,9.7,17.8,25.9
1981-05-27,1.95,11.4,18.1,24.8
1981-05-28,10.61,12.6,16.0,19.5
1981-05-29,16.18,12.0,15.1,18.2
1981-05-30,3.72,7.5,12.0,16.4
1981-05-31,19.08,9.3,16.5,23.8
1981-06-01,2.22,6.0,12.8,19.7
1981-06-02,8.17,8.6,12.0,15.4
1981-06-03,1.32,12.2,18.0,23.8
1981-06-04,16.13,14.2,19.4,24.6
1981-06-05,19.07,14.0,17.8,21.6
1981-06-06,26.78,14.5,19.4,24.3
1981-06-07,12.24,11.3,15.0,18.7
1981-06-08,0.00,6.7,14.4,22.2
1981-06-09,4.15,8.1,16.6,25.2
1981-06-10,40.06,14.4,19.2,24.1
1981-06-11,4.13,11.3,17.0,22.7
1981-06-12,0.00,10.8,15.9,21.0
1981-06-13,0.00,12.9,19.0,25.1
1981-06-14,8.68,16.4,21.7,27.0
1981-06-15,7.76,17.0,21.8,26.6
1981-06-16,0.01,14.6,21.4,28.1
1981-06-17,3.52,13.5,21.0,28.5
1981-06-18,0.00,6.9,13.9,20.9
1981-06-19,0.00,7.9,16.7,25.5
1981-06-20,24.10,14.0,20.4,26.8
1981-06-21,9.78,11.8,16.4,20.9
1981-06-22,7.47,13.4,20.0,26.5
1981-06-23,5.89,9.9,16.8,23.7
1981-06-24,0.00,8.2,15.6,23.0
1981-06-25,0.00,9.6,18.0,26.3
1981-06-26,20.83,10.2,18.3,26.4
1981-06-27,0.00,3.5,10.8,18.0
1981-06-28,0.00,4.0,12.4,20.9
1981-06-29,0.00,6.1,14.9,23.6
1981-06-30,0.00,9.8,17.0,24.2
1981-07-01,23.44,9.6,17.1,24.5
1981-07-02,8.23,10.2,14.8,19.4
1981-07-03,3.08,12.3,17.8,23.2
1981-07-04,0.64,13.6,17.8,22.1
1981-07-05,0.60,13.8,18.8,23.8
1981-07-06,12.98,15.0,17.7,20.4
1981-07-07,0.36,14.9,19.6,24.2
1981-07-08,0.00,14.4,20.1,25.7
1981-07-09,0.00,15.2,21.1,26.9
1981-07-10,1.19,18.8,23.2,27.5
1981-07-11,6.47,8.9,17.9,27.0
1981-07-12,0.00,9.9,18.8,27.7
1981-07-13,0.00,13.0,20.5,28.1
1981-07-14,3.11,14.1,19.0,23.9
1981-07-15,0.00,7.4,16.0,24.5
1981-07-16,0.00,8.5,15.9,23.4
1981-07-17,0.59,12.9,18.0,23.1
1981-07-18,0.00,12.2,18.8,25.5
1981-07-19,0.00,12.3,19.9,27.4
1981-07-20,6.01,14.2,21.5,28.9
1981-07-21,5.68,17.1,22.3,27.5
1981-07-22,5.23,14.2,18.8,23.5
1981-07-23,0.00,8.0,14.8,21.6
1981-07-24,0.69,8.7,16.4,24.0
1981-07-25,12.36,14.0,17.8,21.5
1981-07-26,0.00,15.4,20.9,26.4
1981-07-27,5.57,16.4,21.8,27.2
1981-07-28,1.20,15.6,20.3,25.1
1981-07-29,18.25,15.3,21.1,26.9
1981-07-30,1.98,4.9,11.7,18.6
1981-07-31,0.00,5.4,13.6,21.8
1981-08-01,0.00,7.2,15.1,23.1
1981-08-02,0.00,9.3,16.9,24.5
1981-08-03,7.18,11.1,18.1,25.1
1981-08-04,4.25,14.4,19.2,24.0
1981-08-05,5.50,15.3,21.0,26.6
1981-08-06,10.65,15.2,20.7,26.2
1981-08-07,14.29,15.1,17.9,20.7
1981-08-08,2.44,14.7,19.5,24.3
1981-08-09,0.00,13.6,19.2,24.8
1981-08-10,0.00,10.9,17.7,24.4
1981-08-11,0.00,11.4,18.5,25.7
1981-08-12,8.46,13.1,19.0,24.9
1981-08-13,0.00,9.5,15.9,22.3
1981-08-14,0.00,9.3,16.2,23.1
1981-08-15,0.00,10.9,18.3,25.7
1981-08-16,12.25,15.0,20.1,25.3
1981-08-17,0.00,7.6,15.3,23.0
1981-08-18,0.00,3.2,11.6,20.0
1981-08-19,0.00,3.6,12.3,21.0
1981-08-20,0.00,4.8,12.7,20.7
1981-08-21,0.00,5.8,13.7,21.6
1981-08-22,0.00,6.2,13.9,21.6
1981-08-23,0.00,5.4,14.2,23.1
1981-08-24,0.00,6.6,14.9,23.2
1981-08-25,0.00,8.2,15.8,23.5
1981-08-26,0.00,7.5,15.1,22.6
1981-08-27,0.00,8.5,16.6,24.6
1981-08-28,0.00,9.8,17.9,25.9
1981-08-29,0.00,10.4,19.0,27.7
1981-08-30,0.96,11.7,18.4,25.1
1981-08-31,13.03,13.1,19.3,25.5
1981-09-01,11.31,13.8,19.9,26.0
1981-09-02,28.39,15.1,20.7,26.4
1981-09-03,5.68,16.0,20.7,25.4
1981-09-04,29.82,15.9,19.9,23.9
1981-09-05,18.53,13.7,17.2,20.7
1981-09-06,0.00,12.1,18.2,24.3
1981-09-07,0.00,12.7,18.3,23.9
1981-09-08,2.76,12.5,18.1,23.7
1981-09-09,20.14,7.5,13.2,18.8
1981-09-10,0.00,2.5,10.0,17.6
1981-09-11,0.00,2.9,12.3,21.8
1981-09-12,0.00,10.0,17.0,24.0
1981-09-13,0.00,9.2,16.6,24.0
1981-09-14,0.00,7.9,16.5,25.0
1981-09-15,8.74,10.8,17.8,24.9
1981-09-16,28.65,11.3,15.2,19.1
1981-09-17,1.11,6.1,11.4,16.8
1981-09-18,0.00,1.7,8.8,15.8
1981-09-19,3.81,2.1,8.3,14.5
1981-09-20,1.82,4.6,8.4,12.1
1981-09-21,0.00,7.9,12.7,17.5
1981-09-22,0.00,7.5,14.9,22.4
1981-09-23,2.25,2.1,10.6,19.1
1981-09-24,0.00,0.6,5.8,10.9
1981-09-25,0.00,-0.8,6.6,13.9
1981-09-26,0.00,0.2,11.0,21.8
1981-09-27,0.00,6.4,15.4,24.5
1981-09-28,0.00,5.9,14.7,23.4
1981-09-29,0.00,-0.5,6.9,14.3
1981-09-30,0.00,0.1,9.3,18.5
1981-10-01,0.00,7.9,14.1,20.4
1981-10-02,18.64,5.0,14.3,23.5
1981-10-03,2.70,0.3,3.5,6.7
1981-10-04,1.14,-3.0,2.5,8.1
1981-10-05,0.40,-1.9,7.8,17.4
1981-10-06,2.10,10.3,15.0,19.7
1981-10-07,6.53,3.9,11.7,19.5
1981-10-08,0.00,1.9,5.0,8.1
1981-10-09,0.00,-1.4,3.6,8.6
1981-10-10,0.00,-1.5,6.6,14.8
1981-10-11,0.40,2.6,9.0,15.4
1981-10-12,0.00,3.7,8.8,13.9
1981-10-13,0.00,-1.7,6.3,14.3
1981-10-14,0.00,-3.7,5.1,13.9
1981-10-15,0.00,-1.8,8.5,18.7
1981-10-16,1.59,1.0,10.3,19.5
1981-10-17,1.58,-4.2,4.4,12.9
1981-10-18,2.19,-3.7,6.9,17.6
1981-10-19,10.28,-1.3,7.7,16.7
1981-10-20,2.60,-5.9,-1.3,3.4
1981-10-21,0.00,-5.4,4.6,14.7
1981-10-22,0.00,-1.8,8.5,18.9
1981-10-23,3.75,3.6,11.4,19.1
1981-10-24,6.14,-6.1,1.7,9.6
1981-10-25,0.00,-6.8,-0.1,6.5
1981-10-26,5.53,-2.6,4.1,10.9
1981-10-27,35.35,7.9,11.7,15.4
1981-10-28,12.30,5.2,10.8,16.4
1981-10-29,0.50,-0.5,4.7,9.9
1981-10-30,0.00,-0.5,6.7,13.8
1981-10-31,0.00,0.8,8.0,15.2
1981-11-01,0.00,0.0,7.2,14.4
1981-11-02,0.00,0.9,8.9,17.0
1981-11-03,0.00,2.7,10.3,17.9
1981-11-04,0.00,2.1,10.5,18.9
1981-11-05,0.00,2.6,10.6,18.7
1981-11-06,9.49,4.5,10.3,16.2
1981-11-07,11.28,-3.1,2.0,7.1
1981-11-08,0.00,-5.2,-1.4,2.4
1981-11-09,0.00,-2.8,4.2,11.2
1981-11-10,0.00,-2.0,3.8,9.6
1981-11-11,0.00,-1.7,4.5,10.7
1981-11-12,0.00,-6.0,1.2,8.5
1981-11-13,0.00,-9.0,-0.2,8.5
1981-11-14,0.00,-9.5,0.8,11.1
1981-11-15,0.00,-5.6,3.7,13.0
1981-11-16,0.00,-3.4,4.4,12.2
1981-11-17,0.00,-3.0,4.9,12.9
1981-11-18,4.48,0.6,4.8,9.0
1981-11-19,0.00,-1.8,2.0,5.8
1981-11-20,4.20,0.1,8.1,16.1
1981-11-21,6.02,-6.0,1.0,8.0
1981-11-22,6.56,-7.9,-5.8,-3.8
1981-11-23,0.88,-10.8,-7.4,-4.1
1981-11-24,2.91,-10.6,-4.0,2.6
1981-11-25,5.12,-6.3,-3.6,-0.9
1981-11-26,0.00,-10.2,-5.1,0.0
1981-11-27,1.14,-6.4,2.2,10.8
1981-11-28,0.00,-3.7,3.7,11.0
1981-11-29,0.00,-5.4,-3.1,-0.7
1981-11-30,0.00,-11.2,-5.0,1.2
1981-12-01,2.55,-10.4,-3.7,3.0
1981-12-02,8.91,-1.0,3.4,7.8
1981-12-03,1.08,-2.1,1.8,5.8
1981-12-04,0.00,-2.8,0.4,3.7
1981-12-05,8.95,-3.6,-0.6,2.4
1981-12-06,3.79,-7.3,-4.1,-1.0
1981-12-07,0.00,-9.0,-4.5,0.1
1981-12-08,2.83,-2.5,2.0,6.5
1981-12-09,15.17,-8.8,-2.6,3.6
1981-12-10,4.60,-11.7,-8.4,-5.2
1981-12-11,5.23,-11.6,-9.6,-7.6
1981-12-12,0.97,-11.1,-8.6,-6.1
1981-12-13,0.00,-14.0,-8.9,-3.7
1981-12-14,0.00,-11.7,-4.8,2.1
1981-12-15,8.52,-4.8,-2.1,0.6
1981-12-16,7.08,-9.0,-4.8,-0.6
1981-12-17,0.00,-11.1,-7.6,-4.2
1981-12-18,8.74,-8.7,-3.8,1.2
1981-12-19,3.72,-13.7,-9.9,-6.0
1981-12-20,4.14,-14.2,-12.4,-10.6
1981-12-21,0.19,-17.7,-13.9,-10.1
1981-12-22,10.46,-16.1,-7.6,0.8
1981-12-23,10.61,-0.5,4.0,8.4
1981-12-24,0.98,-2.6,2.3,7.2
1981-12-25,0.00,-4.3,-1.7,0.8
1981-12-26,0.00,-9.8,-4.4,1.0
1981-12-27,0.00,-5.8,-2.5,0.8
1981-12-28,0.00,-5.8,-0.8,4.1
1981-12-29,1.22,-5.6,0.0,5.7
1981-12-30,3.02,-12.4,-7.5,-2.6
1981-12-31,0.00,-13.1,-5.5,2.0
1982-01-01,6.18,-4.1,0.3,4.8
1982-01-02,0.00,-11.1,-4.0,3.1
1982-01-03,5.57,-9.6,-2.2,5.2
1982-01-04,15.70,-0.4,4.0,8.3
1982-01-05,1.71,-5.6,2.9,11.5
1982-01-06,0.00,-6.9,-2.1,2.7
1982-01-07,6.58,-0.6,4.3,9.2
1982-01-08,5.40,-12.0,-3.5,5.0
1982-01-09,0.00,-12.3,-8.1,-3.9
1982-01-10,4.90,-26.1,-16.0,-6.0
1982-01-11,0.38,-27.1,-25.3,-23.4
1982-01-12,0.34,-25.3,-21.4,-17.5
1982-01-13,0.88,-19.7,-12.9,-6.1
1982-01-14,3.22,-9.9,-6.7,-3.5
1982-01-15,1.78,-12.2,-9.3,-6.4
1982-01-16,2.08,-12.4,-7.6,-2.8
1982-01-17,5.16,-30.3,-15.3,-0.2
1982-01-18,1.21,-29.6,-20.7,-11.8
1982-01-19,0.00,-9.7,-5.5,-1.2
1982-01-20,2.17,-5.0,-0.8,3.3
1982-01-21,13.19,-1.5,1.2,3.9
1982-01-22,0.00,-4.3,-1.0,2.3
1982-01-23,22.08,-4.7,-1.8,1.2
1982-01-24,1.92,-10.3,-2.0,6.2
1982-01-25,2.60,-14.9,-12.1,-9.2
1982-01-26,6.81,-17.8,-11.2,-4.7
1982-01-27,0.37,-23.0,-16.4,-9.8
1982-01-28,0.00,-23.3,-10.1,3.1
1982-01-29,0.00,-10.0,-2.0,6.1
1982-01-30,0.00,-10.2,-2.4,5.4
1982-01-31,0.00,-0.7,4.8,10.2
1982-02-01,8.13,-7.2,2.7,12.5
1982-02-02,0.00,-8.6,-4.8,-0.9
1982-02-03,20.23,-4.4,0.0,4.5
1982-02-04,7.85,-2.3,3.4,9.1
1982-02-05,0.00,-4.8,-2.5,-0.2
1982-02-06,1.25,-5.1,-0.0,5.0
1982-02-07,1.20,-17.0,-10.3,-3.7
1982-02-08,0.00,-15.1,-8.2,-1.3
1982-02-09,13.54,-9.6,-2.5,4.7
1982-02-10,5.79,-14.5,-5.8,2.8
1982-02-11,0.00,-14.9,-10.1,-5.4
1982-02-12,0.00,-12.8,-6.0,0.7
1982-02-13,1.64,-12.5,-5.0,2.4
1982-02-14,0.33,-9.8,-6.6,-3.4
1982-02-15,0.00,-9.2,-1.1,7.0
1982-02-16,4.32,-3.8,4.1,12.0
1982-02-17,10.74,1.8,5.5,9.1
1982-02-18,11.24,-3.8,-0.1,3.6
1982-02-19,4.68,-3.4,-0.7,2.0
1982-02-20,1.86,-2.9,-0.6,1.6
1982-02-21,8.76,-2.0,2.8,7.6
1982-02-22,7.55,-4.3,-1.4,1.5
1982-02-23,0.00,-5.7,-3.1,-0.4
1982-02-24,0.00,-5.4,3.6,12.6
1982-02-25,0.61,-10.9,1.2,13.3
1982-02-26,0.00,-15.0,-8.9,-2.8
1982-02-27,0.00,-14.6,-6.6,1.5
1982-02-28,6.13,-8.7,-3.7,1.3
1982-03-01,0.00,-10.0,-1.2,7.7
1982-03-02,0.00,-5.7,2.1,9.8
1982-03-03,2.51,-3.8,3.6,11.1
1982-03-04,0.00,-3.2,-0.7,1.8
1982-03-05,2.30,-2.0,3.7,9.4
1982-03-06,0.00,-3.5,-0.2,3.0
1982-03-07,12.09,-1.8,0.5,2.8
1982-03-08,11.42,-10.4,-5.1,0.2
1982-03-09,0.96,-9.9,-5.1,-0.2
1982-03-10,0.00,-8.6,-2.8,2.9
1982-03-11,0.00,-2.7,3.0,8.8
1982-03-12,24.71,0.7,8.7,16.7
1982-03-13,0.00,2.0,9.3,16.5
1982-03-14,9.58,-0.9,6.7,14.3
1982-03-15,7.99,-1.5,4.5,10.5
1982-03-16,3.60,-1.0,0.4,1.7
1982-03-17,18.12,0.4,5.9,11.4
1982-03-18,0.00,-1.1,7.0,15.2
1982-03-19,0.00,0.5,9.1,17.7
1982-03-20,35.37,3.8,9.5,15.1
1982-03-21,26.60,3.5,8.1,12.7
1982-03-22,1.59,-3.1,6.0,15.1
1982-03-23,0.00,-4.0,-1.8,0.4
1982-03-24,0.00,-4.7,2.3,9.3
1982-03-25,0.00,-2.8,6.3,15.3
1982-03-26,8.81,-4.6,6.6,17.8
1982-03-27,3.79,-9.6,-5.5,-1.4
1982-03-28,1.74,-15.4,-10.2,-4.9
1982-03-29,0.00,-14.3,-4.4,5.4
1982-03-30,0.00,-6.4,3.1,12.6
1982-03-31,1.58,1.4,9.4,17.5
1982-04-01,12.23,0.7,8.5,16.3
1982-04-02,0.00,-0.9,6.6,14.0
1982-04-03,5.37,0.4,10.2,20.0
1982-04-04,11.73,-2.0,7.7,17.3
1982-04-05,0.57,-7.5,-1.8,3.9
1982-04-06,10.15,-7.6,2.1,11.7
1982-04-07,5.63,-12.5,-8.1,-3.7
1982-04-08,0.00,-10.6,-6.6,-2.6
1982-04-09,4.19,-8.4,-1.4,5.5
1982-04-10,5.13,-4.4,-1.0,2.4
1982-04-11,0.00,-6.0,-0.1,5.8
1982-04-12,0.00,-8.3,-2.0,4.4
1982-04-13,0.76,-2.2,6.2,14.5
1982-04-14,1.13,-1.2,8.0,17.2
1982-04-15,0.00,-1.3,7.9,17.2
1982-04-16,0.00,2.1,10.9,19.7
1982-04-17,1.01,8.1,14.1,20.0
1982-04-18,10.82,1.0,11.0,21.0
1982-04-19,0.00,-3.5,4.8,13.1
1982-04-20,0.00,-0.7,9.0,18.8
1982-04-21,3.54,4.1,11.0,17.8
1982-04-22,0.00,-1.6,3.9,9.4
1982-04-23,0.00,-7.2,0.5,8.2
1982-04-24,0.00,-5.3,3.6,12.5
1982-04-25,0.00,-1.1,8.2,17.6
1982-04-26,13.16,1.7,10.8,20.0
1982-04-27,2.09,7.0,11.5,16.0
1982-04-28,8.61,0.1,6.2,12.4
1982-04-29,0.00,-4.3,3.8,11.8
1982-04-30,0.00,-2.7,6.2,15.1
1982-05-01,0.00,-0.4,8.0,16.5
1982-05-02,0.29,1.7,9.6,17.4
1982-05-03,0.00,-0.6,8.5,17.6
1982-05-04,0.00,-1.9,7.9,17.7
1982-05-05,0.00,-2.0,8.1,18.3
1982-05-06,0.00,0.5,11.2,22.0
1982-05-07,0.00,7.1,16.5,25.9
1982-05-08,1.31,9.3,16.6,23.8
1982-05-09,3.73,3.2,9.0,14.8
1982-05-10,0.00,-1.2,7.8,16.8
1982-05-11,0.00,-0.3,9.0,18.3
1982-05-12,0.00,1.6,12.0,22.4
1982-05-13,0.00,5.7,15.6,25.4
1982-05-14,0.00,7.3,16.2,25.1
1982-05-15,0.00,5.7,15.5,25.4
1982-05-16,0.00,5.5,15.4,25.3
1982-05-17,0.00,6.8,16.1,25.3
1982-05-18,0.00,7.7,17.0,26.2
1982-05-19,0.00,11.9,19.4,27.0
1982-05-20,9.09,10.8,17.4,24.0
1982-05-21,7.53,10.1,16.5,23.0
1982-05-22,4.74,11.0,15.2,19.4
1982-05-23,8.13,12.5,18.0,23.5
1982-05-24,13.98,12.6,17.5,22.4
1982-05-25,8.11,12.3,16.6,20.9
1982-05-26,0.00,12.2,17.6,23.1
1982-05-27,5.95,13.0,18.7,24.5
1982-05-28,1.25,14.0,18.6,23.1
1982-05-29,3.31,13.9,19.3,24.7
1982-05-30,14.85,13.4,19.1,24.9
1982-05-31,14.62,13.6,18.3,23.1
1982-06-01,0.00,13.4,19.5,25.6
1982-06-02,11.19,10.0,16.3,22.6
1982-06-03,0.00,7.6,13.9,20.1
1982-06-04,12.87,10.1,15.1,20.1
1982-06-05,17.36,10.7,14.5,18.4
1982-06-06,18.74,9.1,12.0,14.9
1982-06-07,12.05,8.9,10.5,12.1
1982-06-08,0.00,9.0,13.1,17.1
1982-06-09,0.00,10.4,16.6,22.8
1982-06-10,13.53,12.5,18.7,24.8
1982-06-11,12.32,10.8,16.5,22.1
1982-06-12,0.00,10.9,16.1,21.3
1982-06-13,28.77,11.6,14.8,18.1
1982-06-14,3.89,8.4,13.7,19.0
1982-06-15,0.00,5.7,12.9,20.2
1982-06-16,0.00,7.4,15.9,24.4
1982-06-17,4.77,13.9,19.9,25.9
1982-06-18,0.86,8.4,14.4,20.5
1982-06-19,0.00,8.5,16.2,23.9
1982-06-20,3.61,8.7,15.5,22.4
1982-06-21,0.00,7.2,13.7,20.1
1982-06-22,0.00,8.2,14.9,21.5
1982-06-23,3.60,7.9,14.7,21.6
1982-06-24,0.00,4.0,11.6,19.2
1982-06-25,0.00,4.9,13.4,21.8
1982-06-26,0.00,9.0,16.6,24.2
1982-06-27,0.13,10.8,18.2,25.6
1982-06-28,2.91,12.4,19.2,26.0
1982-06-29,9.82,14.2,20.6,26.9
1982-06-30,17.68,14.3,18.0,21.7
1982-07-01,4.85,5.5,13.4,21.3
1982-07-02,0.00,3.9,12.0,20.0
1982-07-03,1.77,5.0,13.8,22.5
1982-07-04,35.13,14.1,18.4,22.7
1982-07-05,6.60,13.5,18.5,23.5
1982-07-06,0.00,12.8,18.0,23.2
1982-07-07,0.00,13.5,19.9,26.2
1982-07-08,0.40,14.5,21.0,27.4
1982-07-09,5.84,15.3,21.1,26.8
1982-07-10,1.35,14.4,19.0,23.6
1982-07-11,10.61,14.3,20.5,26.7
1982-07-12,5.10,15.7,21.1,26.5
1982-07-13,0.00,11.6,18.0,24.3
1982-07-14,0.00,12.4,18.7,25.0
1982-07-15,2.44,14.5,19.5,24.5
1982-07-16,2.19,14.8,20.9,27.0
1982-07-17,5.33,14.7,21.1,27.5
1982-07-18,4.80,14.5,21.4,28.3
